title,img_src,link,author,publisher,price
가장 보통의 글,https://bookthumb-phinf.pstatic.net/cover/163/483/16348347.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348347, 김지윤,부크크(Bookk),1
두 번 사는 랭커 18,https://bookthumb-phinf.pstatic.net/cover/163/490/16349003.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349003, 사도연,드림북스,"7,200원"
계단 끝에 다락방,https://bookthumb-phinf.pstatic.net/cover/163/483/16348351.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348351, 김계현,부크크(Bookk),1
두 번 사는 랭커 19,https://bookthumb-phinf.pstatic.net/cover/163/490/16349007.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349007, 사도연,드림북스,"7,200원"
"같은 시간, 다른 장소",https://bookthumb-phinf.pstatic.net/cover/163/483/16348352.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348352, 김민경,부크크(Bookk),1
15만번의 챌린저 13,https://bookthumb-phinf.pstatic.net/cover/163/490/16349061.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349061, 예정후,로크미디어,"7,200원"
케미컬 연애학,https://bookthumb-phinf.pstatic.net/cover/163/483/16348361.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348361, 소상난소월,부크크(Bookk),
회귀자의 그랜드슬램 16,https://bookthumb-phinf.pstatic.net/cover/163/490/16349063.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349063, mensol,로크미디어,"7,200원"
HEIDI - 알프스 소녀 하이디 (영문원서),https://bookthumb-phinf.pstatic.net/cover/163/483/16348388.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348388, 요하나 슈피리 (Johanna Spyri),부크크(Bookk),1
리옴빠,https://bookthumb-phinf.pstatic.net/cover/163/454/16345496.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345496, 유리 올레샤,미행,"15,300원"
카구야 프로젝트,https://bookthumb-phinf.pstatic.net/cover/163/403/16340354.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340354, 원샨,아작,"13,320원"
엔딩 보게 해주세요,https://bookthumb-phinf.pstatic.net/cover/163/013/16301362.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16301362, 김보영,요다,"12,600원"
모팽 양(이삭줍기 환상문학 3),https://bookthumb-phinf.pstatic.net/cover/163/454/16345483.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345483, 테오필 고티에,열림원,"13,500원"
"세 개의 단어, 그리고 십 분",https://bookthumb-phinf.pstatic.net/cover/163/425/16342511.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342511, 박지현,아홉프레스,"12,600원"
오 헨리 단편선(2020년 리커버)(개정판),https://bookthumb-phinf.pstatic.net/cover/163/445/16344571.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344571, 오 헨리,책만드는집,"11,520원"
만년만에 귀환한 플레이어 10,https://bookthumb-phinf.pstatic.net/cover/163/475/16347558.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347558, 나비계곡,위시북스,"7,200원"
닐라칸타 Nilakantha,https://bookthumb-phinf.pstatic.net/cover/163/435/16343546.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343546, 장량,세니오,"16,200원"
"서른다섯, 다시 시작해",https://bookthumb-phinf.pstatic.net/cover/163/293/16329358.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329358, 강혁모,마음세상,"11,880원"
그들의 변명,https://bookthumb-phinf.pstatic.net/cover/163/475/16347566.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347566, 원윤경,부크크(Bookk),2
Dream of The Moon,https://bookthumb-phinf.pstatic.net/cover/163/475/16347567.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347567, 김우진,부크크(Bookk),1
밤 끝으로의 여행,https://bookthumb-phinf.pstatic.net/cover/163/400/16340053.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340053, 루이 훼르디낭 쎌린느,최측의농간,"25,200원"
어쩌다 신데렐라,https://bookthumb-phinf.pstatic.net/cover/163/477/16347775.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347775, 이준호,부크크(Bookk),1
파리의 동쪽,https://bookthumb-phinf.pstatic.net/cover/163/474/16347415.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347415, 니콜라 보코브,스틸로그라프,"16,200원"
십자가 벌판,https://bookthumb-phinf.pstatic.net/cover/163/457/16345747.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345747, 까를로스 알폰소,재남,"13,500원"
페스트(미니북),https://bookthumb-phinf.pstatic.net/cover/163/475/16347541.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347541, 알베르 카뮈,자화상,"5,850원"
변혁 1998. 4: 변혁 2부,https://bookthumb-phinf.pstatic.net/cover/163/488/16348859.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348859, 천지무천,청어람,"7,200원"
페스트,https://bookthumb-phinf.pstatic.net/cover/163/475/16347543.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347543, 알베르 카뮈,자화상,"10,620원"
호랑이 눈썹,https://bookthumb-phinf.pstatic.net/cover/163/475/16347546.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347546, 손석춘,단비,"11,700원"
겐지 이야기 1,https://bookthumb-phinf.pstatic.net/cover/163/242/16324205.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324205, 무라사키 시키부,동서문화사,"14,400원"
곱세크,https://bookthumb-phinf.pstatic.net/cover/163/474/16347401.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16347401, 오노레 드 발자크,꿈꾼문고,"10,350원"
겐지 이야기 2,https://bookthumb-phinf.pstatic.net/cover/163/242/16324208.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324208, 무라사키 시키부,동서문화사,"14,400원"
시절과 기분,https://bookthumb-phinf.pstatic.net/cover/163/435/16343515.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343515, 김봉곤,창비,"12,600원"
겐지 이야기 3,https://bookthumb-phinf.pstatic.net/cover/163/242/16324210.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324210, 무라사키 시키부,동서문화사,"14,400원"
달뜨기 마을,https://bookthumb-phinf.pstatic.net/cover/163/392/16339255.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339255, 안재성,목선재,"12,420원"
스파이의 유산(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/435/16343510.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343510, 존 르 카레,열린책들,"14,220원"
우모리 하늘신발,https://bookthumb-phinf.pstatic.net/cover/163/439/16343966.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343966, 송경아,알마,"10,800원"
역주 동래박의 4,https://bookthumb-phinf.pstatic.net/cover/163/263/16326322.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326322, 여조겸 저,전통문화연구회,"30,600원"
악의와 공포의 용은 익히 아는 자여라,https://bookthumb-phinf.pstatic.net/cover/163/439/16343971.jpg?type=m1&udate=Sun May 10 14:13:34 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343971, 홍지운,알마,"10,800원"
폭풍우(열린책들 세계문학 250),https://bookthumb-phinf.pstatic.net/cover/163/439/16343973.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343973, 윌리엄 셰익스피어,열린책들,"7,920원"
아들 도키오(블랙 앤 화이트 89),https://bookthumb-phinf.pstatic.net/cover/163/434/16343497.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343497, 히가시노 게이고,비채,"13,050원"
별들의 노래,https://bookthumb-phinf.pstatic.net/cover/163/439/16343977.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343977, 김성일,알마,"10,800원"
마녀 카페,https://bookthumb-phinf.pstatic.net/cover/163/434/16343458.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343458, 토미,클북,"13,500원"
마녀환상곡 상,https://bookthumb-phinf.pstatic.net/cover/163/490/16349026.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349026, 꼬리별,바른북스,"12,150원"
뿌리 없는 별들,https://bookthumb-phinf.pstatic.net/cover/163/439/16343972.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343972, 은림,알마,"10,800원"
선샤인의 완벽한 죽음(안전가옥 오리지널 4),https://bookthumb-phinf.pstatic.net/cover/163/445/16344580.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344580, 범유진,안전가옥,"11,700원"
맥티그,https://bookthumb-phinf.pstatic.net/cover/163/382/16338281.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338281, 프랭크 노리스,을유문화사,"14,400원"
초판본 걸리버 여행기,https://bookthumb-phinf.pstatic.net/cover/163/388/16338832.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338832, 조너선 스위프트,더스토리,"9,900원"
마녀환상곡 하,https://bookthumb-phinf.pstatic.net/cover/163/490/16349029.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349029, 꼬리별,바른북스,"12,150원"
우주아이돌 해방작전,https://bookthumb-phinf.pstatic.net/cover/163/453/16345363.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345363, 손지상,그래비티북스,"12,600원"
사람의 아들,https://bookthumb-phinf.pstatic.net/cover/163/480/16348074.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348074, 이문열,알에이치코리아,"14,400원"
그들이 가지고 다닌 것들,https://bookthumb-phinf.pstatic.net/cover/163/422/16342214.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342214, 팀 오브라이언,섬과달,"12,600원"
걸리버 여행기 초판본 [양장],https://bookthumb-phinf.pstatic.net/cover/163/480/16348019.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348019, 조너선 스위프트,더스토리,"13,320원"
부검 스페셜리스트. 4,https://bookthumb-phinf.pstatic.net/cover/163/488/16348857.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348857, 가프,청어람,"7,200원"
오만과 편견(풀컬러 일러스트 에디션)(아르볼 N클래식)(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/435/16343504.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343504, 제인 오스틴,지학사 아르볼,"22,500원"
리그 오브 레전드: 공식 스토리북,https://bookthumb-phinf.pstatic.net/cover/163/400/16340081.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340081, 라이엇 게임즈,제우미디어,"26,820원"
브라질의 하룻밤,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340377, 문희,예원북스,"8,100원"
금색야차(하)(가천대학교 아시아문화연구소 5),https://bookthumb-phinf.pstatic.net/cover/163/454/16345488.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345488, 오자키 고요,역락,"14,400원"
악녀 카루나가 작아졌어요 4,https://bookthumb-phinf.pstatic.net/cover/163/392/16339219.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339219, 문이경,동아,"10,800원"
마당을 나온 암탉(출간 20주년 특별판),https://bookthumb-phinf.pstatic.net/cover/163/420/16342095.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342095, 황선미,사계절,"13,500원"
이세계 내가 가봤는데 별거 없더라. 13,https://bookthumb-phinf.pstatic.net/cover/163/457/16345778.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345778, 현철,파피루스,"7,200원"
아는 사람만 아는 배우 공상표의 필모그래피(오늘의 젊은 작가 26)(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/455/16345580.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345580, 김병운,민음사,"12,600원"
빛의 아이들 2,https://bookthumb-phinf.pstatic.net/cover/163/421/16342197.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342197, 최승주,지식과감성,"12,420원"
아이젠,https://bookthumb-phinf.pstatic.net/cover/163/439/16343921.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343921, 김남숙,문학동네,"12,150원"
"따뜻하게, 다시 1",https://bookthumb-phinf.pstatic.net/cover/163/131/16313196.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16313196, 채현진,플레이블(예원북스),"10,800원"
이세계 내가 가봤는데 별거 없더라. 14,https://bookthumb-phinf.pstatic.net/cover/163/457/16345779.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345779, 현철,파피루스,"7,200원"
"어쨌거나, 청춘 4/완결",https://bookthumb-phinf.pstatic.net/cover/163/445/16344543.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344543, 이보람,교보문고,"12,600원"
적절한 균형(아시아 문학선 3),https://bookthumb-phinf.pstatic.net/cover/163/455/16345567.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16345567, 로힌턴 미스트리,아시아,"25,200원"
"따뜻하게, 다시 2",https://bookthumb-phinf.pstatic.net/cover/163/132/16313201.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16313201, 채현진,플레이블(예원북스),"10,800원"
우아한 야만의 바다 1,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324217, 틸다킴,퀸즈셀렉션,"10,350원"
"따뜻하게, 다시 세트(전2권)",https://bookthumb-phinf.pstatic.net/cover/163/132/16313203.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16313203, 채현진,플레이블(예원북스),"21,600원"
우아한 야만의 바다 2,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324218, 틸다킴,퀸즈셀렉션,"10,350원"
우아한 야만의 바다 세트(전2권),https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324215, 틸다킴,퀸즈셀렉션,"20,700원"
언니가 남자 주인공을 주워 왔다 2,https://bookthumb-phinf.pstatic.net/cover/163/268/16326858.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326858, 문시현,에이템포미디어,"11,250원"
재벌을 넘어 귀족으로 9,https://bookthumb-phinf.pstatic.net/cover/163/445/16344574.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344574, 푸달,영상출판미디어(영상노트),"7,200원"
언제까지나 쇼팽(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/400/16340071.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340071, 나카야마 시치리,블루홀식스(블루홀6),"14,400원"
언니가 남자 주인공을 주워 왔다 3,https://bookthumb-phinf.pstatic.net/cover/163/268/16326859.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326859, 문시현,에이템포미디어,"11,250원"
그랜드 마스터 회귀하다. 12,https://bookthumb-phinf.pstatic.net/cover/163/445/16344576.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344576, 날망,영상출판미디어(영상노트),"7,200원"
가룟 유다(지식을만드는지식 소설선집),https://bookthumb-phinf.pstatic.net/cover/163/411/16341118.jpg?type=m1&udate=Sun May 10 14:13:35 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341118, 레오니트 안드레예프,지식을만드는지식,"11,520원"
